,name,address,postal_code,stars,crunchy,morning,fishy,nightlife,hearty,meaty,homey,fresh,flavorful,categories,top_10_words
14,Jon's Bar & Grille,300 South St,19147.0,3.0,0.1047894265967427,0.5076395181743285,0.3958072448006824,0.7033152807066565,0.1978459139896617,0.5371589308787886,0.5609286314586908,0.5802036597135148,0.5402070180602354,Tex-Mex|Restaurants|American (Traditional)|Nightlife|Bars,jon; beer; south; patio; bar; burger; larry; drinks; street; outside
15,Federal Donuts,2101 Pennsylvania Ave,19130.0,4.5,0.2598915727097361,0.5745097888802285,0.2448021793339891,0.5245902467517377,0.2822319462245187,0.4318548060646412,0.2660639456507475,0.3314181065806059,0.5469115957936673,Sandwiches|Chicken Wings|Restaurants|Donuts|Food,donuts; donut; federal; lavender; fried; strawberry; doughnuts; sugar; cinnamon; fancy
16,Fusion Pizza & Grill,1900 Grant Ave Ste M-N,19115.0,2.5,0.4035141505584182,0.428015677805345,0.2396452850586998,0.5420497650108143,0.2735810301535126,0.5248615260892318,0.4142148996610961,0.3091506979998303,0.5470444751080911,Ethnic Food|Specialty Food|Restaurants|Food|Pizza,contacted; fusion; delivery; grubhub; swayed; troubles; tikka; cheesteak; son; forever
17,Acadia,824 S 8th St,19147.0,4.0,0.0595533909991306,0.3509696192135232,0.2002219300055708,0.4214946472341589,0.2516357659557698,0.5208417260719724,0.50846106213597,0.399432297230381,0.5176902075606915,Restaurants|Cajun/Creole|Southern|Nightlife|Cocktail Bars|Breakfast & Brunch|Seafood|Bars,orleans; gumbo; jambalaya; creole; cajun; boil; shrimp; po; beignets; catfish
18,Crown Fried Chicken,1128 S Broad St,19146.0,2.5,0.2533174202881291,0.3964535221539941,0.0905810732824027,0.7206724294277096,0.1057120451209076,0.6614200272492872,0.5918554683994085,0.3566893644734402,0.7997513313427718,Restaurants|Fast Food,crown; fried; wings; fries; biscuits; popeyes; mac; kfc; sides; rice
19,The Love,130 S 18th St,19103.0,4.0,0.0153243488121577,0.3228143772647303,0.1404268616081977,0.1916679730936304,0.3141059781145632,0.552230471775235,0.4038216616625406,0.5217808877178856,0.5562779778618413,Restaurants|American (New)|Breakfast & Brunch|Burgers,brunch; grits; starr; dessert; dinner; dish; salmon; fried; ravioli; lobster
20,Jong Ka Jib,6600 N 5th St,19126.0,4.5,0.1753348416463827,0.3711463195595293,0.1782165301093005,0.5096111032442107,0.2774503648660418,0.3692203261610661,0.2780813211442225,0.6331295526510831,0.546144631161248,Korean|Restaurants,tofu; korean; soup; spicy; soft; kimchi; rice; du; stone; dishes
21,The Twisted Tail,509 S 2nd St,19147.0,4.0,0.0392654553740361,0.4119655099822003,0.2899456403466566,0.5241597356157555,0.2520495176190551,0.516962198044715,0.4190906436357781,0.4931708889827144,0.5688835533945391,Event Planning & Services|Whiskey Bars|American (New)|American (Traditional)|Venues & Event Spaces|Bars|Nightlife|Restaurants,twisted; tail; crawfish; bourbon; bar; mac; music; drinks; upstairs; whiskey
22,Bistro St. Tropez,2400 Market St Ste 427,19103.0,3.5,0.0465119817795367,0.317155740475491,0.1742617340533502,0.2151348936181167,0.3212881039408479,0.5197348936230411,0.3014863251820592,0.4677079276390877,0.4040502080459662,Restaurants|French,bistro; view; st; river; salmon; french; course; wine; escargot; design
23,NY Bagel Cafe & Deli,4514 B City Line Ave Ste 220,19131.0,3.0,0.266474111075055,0.7656767917209613,0.2654738352353422,0.3154549380983308,0.2345948070003666,0.5552264846872406,0.6033596452215346,0.4564285794398113,0.430318965114197,Restaurants|Food|Bagels|Breakfast & Brunch|Coffee & Tea|Sandwiches|Delis|American (New),bagel; bagels; breakfast; bacon; cream; sandwiches; lox; egg; sandwich; delivery
24,Mumbai Bistro,930 Locust St,19107.0,4.0,0.2210323054513037,0.4027027608696324,0.1472948336573902,0.5247953606181521,0.2763080397398174,0.4403199299502965,0.1435526620063913,0.3047368915136387,0.8813784036894204,Indian|Restaurants,indian; masala; buffet; naan; paneer; tikka; bistro; samosas; saag; curry
25,Whetstone Tavern,700 S 5th St,19147.0,4.0,0.049802489297378,0.4566774731315736,0.2661649942053092,0.4670017136360102,0.1935765935403173,0.6286560876517829,0.571933285849668,0.5967642393440359,0.6413849659097375,Restaurants|Cocktail Bars|American (New)|Desserts|American (Traditional)|Nightlife|Bars|Food,burger; brunch; fries; beer; bar; server; sandwich; tavern; salad; mussels
26,Chick-fil-A,9711 Roosevelt Blvd,19114.0,4.0,0.2463266465112545,0.5781997454647103,0.2241248293560176,0.5264552503091282,0.1904212936716508,0.6162372606545826,0.5325946217355225,0.399112591722668,0.519532831415225,Event Planning & Services|American (Traditional)|Restaurants|Food|Caterers|Fast Food|Chicken Shop|Breakfast & Brunch,fil; chick; fast; sandwich; nuggets; fries; location; line; waffle; drive
27,Checkers,1208 N. Broad,19121.0,2.0,0.2435128023267155,0.5555206419483502,0.2710982007363833,0.5869254568111587,0.15659903855156,0.6797597196078632,0.631825789815565,0.269027488199259,0.4576911197857514,Restaurants|Fast Food|Burgers,fries; drive; window; burgers; fast; burger; location; cars; employees; rude
28,NY Bagel & Deli Shop,1120 Buttonwood St,19123.0,4.0,0.2615357013441364,0.8536699957740252,0.2990716025773143,0.2763020775317881,0.2652526263253326,0.4402101156014773,0.5307822165096585,0.4768206151538571,0.4735884203632656,Bagels|Food|Breakfast & Brunch|Coffee & Tea|Restaurants|Burgers|Delis,bagel; bagels; breakfast; coffee; shop; sandwiches; lox; sandwich; ny; hungover
29,Cafe Victoria's,325 N 12th St,19107.0,3.0,0.2083253212033393,0.8017756694835639,0.2407829817610784,0.2393765511019228,0.1748843010695205,0.5306713843189734,0.8374585654335621,0.4286404709577114,0.5254304843860904,Food|Cafes|Restaurants|Coffee & Tea|Breakfast & Brunch,breakfast; coffee; victoria; sandwich; diner; flounder; greek; café; omelette; burger
30,KFC,716 Adams Ave,19124.0,2.0,0.2389606976226232,0.4655711858337544,0.1658522494003543,0.5983101193377615,0.2095198478837622,0.6029503684494594,0.6367103770331327,0.1980542789289947,0.4741204848200995,Restaurants|Chicken Shop|Fast Food|Chicken Wings,kfc; drive; que; location; biscuits; en; popeyes; la; muy; el
31,The Royal Indian Cuisine,272 S 20th St,19103.0,4.0,0.214266423223708,0.3572529253203576,0.1112467588197533,0.5288032202646045,0.2881908907742028,0.4506665798755831,0.1000329856476849,0.2401027479055716,0.8841810285041405,Restaurants|Indian,indian; naan; tikka; royal; ketchup; samosa; masala; palace; lamb; dishes
32,McDonald's,501 Franklin Mill Cir,19154.0,1.5,0.2217069607910001,0.597631297183415,0.2650222670615996,0.4929865878087084,0.1590313998602745,0.5747409584244405,0.7074959242055776,0.2016962973157594,0.3889260330954087,Restaurants|Fast Food|Food|Coffee & Tea|Burgers,mcdonald; mcdonalds; drive; fries; worst; location; employees; window; nuggets; manager
33,The Irish Times,629 S 2nd St,19147.0,3.5,0.1188028810379096,0.4967306988133058,0.4048908981473935,0.7007908956828636,0.216781019986462,0.4221562627514331,0.4963482260167572,0.5065206232467209,0.4954267057697499,Nightlife|Bars|Beer|Wine & Spirits|Pubs|Irish|Food|Restaurants,irish; bar; pub; fish; bartender; chips; quizzo; guinness; downstairs; jukebox
34,24,2401 Walnut St,19103.0,3.5,0.5134489057033184,0.3590766155919789,0.2542088438101186,0.2496747836275726,0.3469273889170928,0.4333755512581168,0.3680512457557974,0.6050144848188621,0.4998482216173618,Italian|Bars|Restaurants|Nightlife|Wine Bars|Breakfast & Brunch,pizza; garces; cauliflower; 24; pepperoni; pizzas; calamari; pasta; brunch; meatballs
35,Cedar Park Cafe,4914 Baltimore Ave,19143.0,4.0,0.1379486333333693,0.6617218429990981,0.1616384238382627,0.2305996134585243,0.1933642451813199,0.5838327861916627,0.9456060937119476,0.3776296304868184,0.6385709481119899,Diners|Restaurants|Sandwiches|Breakfast & Brunch|Vegetarian,cedar; waffles; breakfast; eggs; waffle; park; brunch; fries; cafe; toast
36,The Coventry Deli,2000 Market St,19103.0,4.0,0.2150316464220569,0.7490277960942379,0.2359606493601223,0.3169509455944364,0.1771715320582846,0.7218819195183891,0.493456713966182,0.726423308664016,0.3757004934197647,Restaurants|Delis|Salad|Sandwiches,deli; oatmeal; sandwiches; breakfast; sandwich; salad; salads; turkey; cookies; office
37,Sean Thorntons Public House,2401 E Allegheny Ave,19134.0,3.5,0.2030654966085294,0.5498122837614146,0.3619661581766012,0.5982455095953746,0.2845963535343115,0.4602723045887142,0.3886140774977855,0.3602508961484671,0.4148261305117361,Food|Nightlife|Restaurants|Irish Pub|Bars|Irish|Pubs|Beer|Wine & Spirits|Event Planning & Services|Gastropubs|Caterers,flyers; sean; construction; transition; nicole; pub; sent; current; simply; closing
38,Morton's The Steakhouse,1411 Walnut St,19102.0,3.5,0.0943361186042191,0.376236441987585,0.2109698844368738,0.3094539508239077,0.3165467138511753,0.6050227902766397,0.3596703959185602,0.3530572997462902,0.3101890356131768,Steakhouses|Restaurants|Nightlife|Seafood|Bars|American (Traditional),steak; filet; steakhouse; steakhouses; medium; steaks; dessert; mignon; waiter; cooked
39,Flambo Caribbean Restaurant,820 N Broad St,19130.0,4.5,0.110971041807536,0.2805614374567403,0.0762466647149798,0.4286435819199884,0.2801336672204773,0.4707883626493466,0.2990060018250198,0.3826824740979173,0.7224837290170485,Trinidadian|Caribbean|Restaurants|Seafood,roti; curry; caribbean; goat; oxtail; oxtails; kevin; doubles; plantains; curried
40,Cosi,1128 Walnut St,19107.0,2.5,0.2457665942704142,0.6784319014329548,0.2098165153327078,0.2423186711275859,0.1677431506533483,0.5619214445445043,0.6832358972533665,0.631435325414249,0.4852025478519164,Sandwiches|Vegetarian|Pizza|Food|Coffee & Tea|Delis|Restaurants|American (New),cosi; sandwich; coffee; salad; bread; flatbread; soup; panera; location; sandwiches
41,Naoki Ramen,915 Race St,19107.0,4.0,0.1053114709044757,0.2788943023013515,0.1083255829421643,0.444329894161563,0.2179258704625554,0.4368544699403391,0.5027017922558965,0.6285735430522725,0.6223769189881855,Ramen|Restaurants|Japanese,ramen; katsu; broth; curry; pork; miso; noodles; buns; bowl; spicy
42,Minas Pizza,6151 Ridge Ave,19128.0,3.0,0.8846279969886749,0.3872965997259416,0.2658239829981521,0.4661936827541349,0.2655537887942697,0.4728163610252869,0.5608229205344889,0.4391761901108011,0.4821742065979638,Restaurants|Pizza,pizza; delivery; wings; roma; crust; manayunk; grubhub; stromboli; driver; roxborough
43,The Lunar Inn,3124 Richmond St,19134.0,4.5,0.1545055349115767,0.6224622528926488,0.4374915664673763,0.7077156387639084,0.253191488709758,0.4296808114028517,0.3604918436466213,0.687775367111015,0.6879057703700008,Bars|Food|Restaurants|Beer|Wine & Spirits|American (Traditional)|Nightlife,richmond; port; inn; bar; neighborhood; beer; drinks; fries; jason; cocktails
44,Ndulge,4373 Main St,19127.0,3.5,0.2124950990903903,0.5712267109062461,0.2743917143317391,0.4117842768988071,0.3210674873401868,0.4283547312512419,0.2411253168704746,0.3370703074112842,0.4080123567694575,Restaurants|Thai|Food|Cafes|Cupcakes,cupcakes; cupcake; frosting; cake; vanilla; gelato; chocolate; cat; boutique; pb
45,Chase's Hop Shop,7235 Rising Sun Ave,19111.0,4.5,0.2574362464446737,0.6315767696569163,0.3978041388781121,0.8388658341392986,0.1382829331506702,0.5863593320211259,0.4406332027334856,0.6276046479602905,0.7013420439373067,Chicken Wings|Nightlife|Bars|Delis|Food|Beer Gardens|Sandwiches|Beer Bar|Restaurants|Beer|Wine & Spirits|Gastropubs,wings; beer; frank; chase; selection; fries; beers; craft; soy; cheesesteak
46,Beck's Cajun Cafe,51 N 12th St,19107.0,4.0,0.1819548509239439,0.511766047189022,0.1286207889722508,0.4394404395079177,0.2031004228054252,0.710696638513356,0.4748052037918097,0.5648782224755506,0.589193674625007,Restaurants|Cajun/Creole,gumbo; po; cajun; jambalaya; terminal; boy; wreck; reading; shrimp; orleans
47,Golden Triangle,610 S 5th St,19147.0,4.5,0.1704242792127895,0.2233979541879421,0.0824916612512149,0.4629821827515798,0.2244330457665814,0.3255576950111059,0.3181795872393136,0.7106165494408222,0.7634823501139901,Restaurants|Malaysian|Burmese|Asian Fusion|Thai,roti; thai; pad; triangle; curry; golden; delivery; soup; rice; dishes
48,Benna's West,1444 S Broad St,19146.0,3.5,0.1900100624690178,0.9185728163457894,0.296429969850047,0.1206927068686644,0.2676125387239067,0.2563356598478103,0.6266532650536941,0.5058894947901842,0.6113660360897706,Juice Bars & Smoothies|Sandwiches|Food|Restaurants|Coffee & Tea,coffee; bagel; smoothies; breakfast; vegan; west; sandwich; atm; juice; sandwiches
49,Breakfast Boutique Chestnut Hill,8630 Germantown Ave,19118.0,3.0,0.1099438764123234,0.5740863673316928,0.1916617724033938,0.1873906232151609,0.230690819942238,0.5487618869864545,0.8674327885017542,0.1952727024685426,0.4607425210196054,Breakfast & Brunch|Restaurants,breakfast; grits; boutique; chestnut; eggs; seated; hill; waffles; pancakes; toast
50,Tandoor Authentic Indian Restaurant,106 S 40th St,19104.0,3.5,0.1876140999519784,0.346893940663269,0.1193450291417345,0.4753112673371135,0.2625649977626866,0.4696530849632836,0.2269448332820179,0.2290626375823923,0.8158119709801096,Food Delivery Services|Halal|Food|Restaurants|Buffets|Pakistani|Indian,indian; buffet; naan; masala; tikka; paneer; india; curry; tandoori; delivery
51,Forin Cafe,2041 Coral St Ste 2,19125.0,4.5,0.2148198738863241,0.8373568986449705,0.3288642687613458,0.2320259533578278,0.31629481753805,0.1602449405293747,0.4273936423872453,0.4010164767502167,0.5821280397569032,Shopping|Restaurants|Cafes|Fashion,latte; pistachio; coffee; cafe; milk; pastries; oat; espresso; marshmallow; croissants
52,Tony's Luke,8500 Essington Ave,19153.0,2.5,0.2995820826904617,0.6594970855494547,0.2326513131759754,0.5468971071677011,0.1621693469558328,0.9376238068457744,0.4588767798357792,0.6481393830355833,0.3330437961820313,Cheesesteaks|Restaurants,tony; airport; cheesesteak; luke; sandwich; steak; terminal; fries; layover; whiz
53,Saige Café,1001 N 2nd St Ste 9,19123.0,3.0,0.2008119075129077,0.8492220135234554,0.3175360854292935,0.1942289287822859,0.2810015867708025,0.1673490908807589,0.5486263438348489,0.3862822472522899,0.5984871595681102,Sandwiches|Breakfast & Brunch|Coffee & Tea|Food|Restaurants|Cafes|Juice Bars & Smoothies,coffee; iced; smoothie; chai; cafe; wifi; tea; tuscan; free; paninis
54,Mood Cafe,4618 Baltimore Ave,19143.0,4.5,0.1615282555407927,0.4819897758163239,0.1770973017775521,0.3738885667970301,0.3093345097521664,0.4400189044621875,0.3093961969318125,0.4201483987822038,0.6349762168044464,Cafes|Pakistani|Juice Bars & Smoothies|Restaurants|Ice Cream & Frozen Yogurt|Halal|Indian|Coffee & Tea|Food,lassi; mood; cafe; mango; owner; samosa; flavors; indian; rose; yogurt
55,Wilson's Market,1337 W Olney Ave,19141.0,3.5,0.3091540458868252,0.6313378284315131,0.3040770331987359,0.5827455556204353,0.2411059205120074,0.6509955152753423,0.1313798549318579,0.5522524861226312,0.1574049355371721,Specialty Food|Meat Shops|Sandwiches|Food|Restaurants|Delis|Grocery,hoagies; hoagie; tags; pass; fuss; deli; wings; moneys; dismayed; expiration
56,Southgate,1801 Lombard St,19146.0,4.0,0.1181813074025855,0.3574464243298746,0.1895604554769871,0.623432616344508,0.2781700564325984,0.5041864546271251,0.4624058204447029,0.6156777386568826,0.7919938104456501,Breakfast & Brunch|American (Traditional)|Korean|Restaurants|Gastropubs|Nightlife|Bars|Cocktail Bars,korean; bibimbap; kfc; kimchi; bulgogi; burger; wings; fried; spicy; buns
57,Tony Jr's,118 S 18th St,19103.0,3.0,0.3280241640117548,0.6178908088248201,0.2481571769374058,0.5544806386419023,0.1680979580850591,0.8867856704197394,0.4403047813719085,0.6136116089538722,0.2862685090093069,Restaurants|Sandwiches|Cheesesteaks,tony; cheesesteak; jr; luke; provolone; cheesesteaks; steak; sandwich; whiz; sharp
58,Falls Deli,3492 Tilden St,19129.0,4.5,0.2748129104189324,0.7249566160626192,0.2953893913391951,0.4062435475191529,0.2299473035265795,0.8047394486860707,0.1825757757938293,0.775878044497907,0.131581498343947,Bagels|Food|Sandwiches|Delis|Breakfast & Brunch|Restaurants|Event Planning & Services|Caterers,hoagie; deli; falls; hoagies; flaming; olde; turkey; seeded; italian; breakfast
59,Angelina's,743 S 8th St,19147.0,4.5,0.1331547710370194,0.3761223603898474,0.1568840709686657,0.2094332430600477,0.3882951402232547,0.5395634826563319,0.0599464353196875,0.4743005761070474,0.261504922063709,Restaurants|Italian,italian; carbonara; burrata; byob; pappardelle; gnocchi; pasta; octopus; veal; osso
60,Gigi and Big R,38th and Spruce,19104.0,4.0,0.2324190392597238,0.4497264911608905,0.1052116825656645,0.6736437959790569,0.237934180285759,0.6821828676085517,0.3103787457156201,0.2130581671863551,0.8618316339143658,Restaurants|Food|Caribbean|Food Trucks,jerk; truck; mac; yams; platter; fish; greens; sides; candied; fried
61,O Sole Mio,250 Catharine St,19147.0,4.5,0.8040623522529653,0.3291478583308805,0.2275834669756545,0.2335385843398522,0.3872748220583853,0.4020070851240478,0.2917105720991712,0.5845444596298346,0.4754626428372903,Food|Seafood|Sardinian|Gelato|Restaurants|Pizza|Italian,pizza; sole; pizzas; crust; diavolo; italian; neighborhood; oven; brick; fired
62,Izumi,1601 E Passyunk Ave,19148.0,4.0,0.1152614239863871,0.1107848701609826,0.8799794656140328,0.0918935365018269,0.3819954584236846,0.6620713936349232,0.4851025660576313,0.475749645039648,0.535472135165719,Restaurants|Sushi Bars|Desserts|Food|Japanese,sushi; sashimi; rolls; roll; tempura; tuna; maki; passyunk; byob; seaweed
63,Machismo Burrito Bar,8500 Henry Ave,19128.0,3.0,0.2304950036114592,0.5254442718888174,0.2207169726695549,0.6928291913254088,0.6186360793136667,0.5048136502148464,0.5722321492336985,0.4974396720098095,0.4678998090571359,Restaurants|Mexican,burrito; burritos; chipotle; manayunk; qdoba; rice; mexican; queso; tortilla; saffron
64,Just To Serve You Too,5132 N 5th St,19120.0,3.0,0.2177026996256121,0.4541787910024399,0.1375779856508722,0.5128571437442301,0.1753050654294947,0.7134361370251334,0.5700681617654977,0.05433331357245,0.5823998185014773,Seafood|Restaurants|Soul Food|Southern,mac; yams; greens; platter; cornbread; platters; collard; soul; catfish; wings
65,The Spot,272 S 20th St,19103.0,3.0,0.6515303199372607,0.4594156022401717,0.1856153479845438,0.447524012799324,0.1570395535042152,0.6816121212963918,0.7693946257938387,0.5074835427142584,0.5752566199203292,Breakfast & Brunch|Pizza|Greek|Restaurants|Food,pizza; delivery; fries; wings; breakfast; crust; waffle; calzone; sandwich; boneless
66,The Bourse,111 S Independence Mall E,19106.0,2.0,0.2524792597385137,0.6072534463955948,0.3039868831110062,0.5121517501387376,0.2614792095209826,0.5124672415073541,0.431022008166359,0.4152520527757862,0.3369595560131265,Food Court|Shopping|Shopping Centers|IT Services & Computer Repair|Local Services|Souvenir Shops|Restaurants,shops; building; court; tourist; architecture; mall; independence; receptionist; floor; tour
67,Taqueria La Hacienda,4715 N Front St,19120.0,3.5,0.1712539074357083,0.4686045530470713,0.249633585428479,0.5555136096208261,0.5718093790517778,0.4749880076318711,0.5631701730782838,0.2499025120138408,0.2810927830276244,Latin American|Restaurants,mexican; spanish; card; tacos; debit; barrier; authentic; waitress; la; receipt
68,Zocalo,3600 Lancaster Ave,19104.0,2.5,0.0966128476639159,0.3484675894692384,0.1727242142215618,0.5350214264620418,0.5515585481756232,0.5058943655141789,0.6324328824481326,0.4781420672817913,0.3869673937383959,Restaurants|Mexican,mexican; salsa; guacamole; margaritas; chips; empanadas; coupon; margarita; waitress; drinks
69,Butter's Soul Food,2730 W Girard Ave,19130.0,3.0,0.2457733949111037,0.4440928479109126,0.1138653581334146,0.6554402956566399,0.1704339167463195,0.7275215726840683,0.3979777708800074,0.1196632225659207,0.7531720040870961,Food|Caterers|Event Planning & Services|Restaurants|Soul Food,mac; yams; soul; greens; fried; ribs; stuffing; wings; cornbread; gravy
70,Dairy Queen,514 S St,19147.0,2.0,0.2332252733318559,0.5948041693943672,0.313173446936881,0.4699092055662557,0.2914996447021308,0.4371355731076821,0.2884490005197106,0.2645679280754098,0.335501971569759,Food|Ice Cream & Frozen Yogurt,blizzard; queen; dairy; ice; cream; employee; chocolate; location; fudge; independence
71,Saladworks,2955 Market St Ste 221,19104.0,3.5,0.2408545228215402,0.5295051367370619,0.2591190056725728,0.4077400767054872,0.2300932314964589,0.6109523094856708,0.4373279782428953,0.4737330036018919,0.4628104942480531,Salad|Restaurants|American (Traditional)|Food|Sandwiches|Do-It-Yourself Food|Soup|Vegetarian|American (New),salad; salads; dressing; location; lettuce; soup; works; line; airport; toppings
72,Olly,700 S 5th St,19147.0,4.0,0.1314007765389134,0.4008703835814373,0.1878439723736543,0.2821160906439511,0.2918311488600574,0.5043978540995684,0.4643365839346038,0.5089715901132428,0.6101818805072086,Pizza|Food|Bagels|Sandwiches|Comfort Food|Breakfast & Brunch|Burgers|American (New)|Nightlife|Bars|Wine Bars|Restaurants,mussels; lasagna; brunch; dish; biscuit; dinner; cauliflower; charred; broth; salad
73,Spice Grill,3447-61 Richmond St,19134.0,3.5,0.2267805024368347,0.3654513647815973,0.1880882229610093,0.5570126963691162,0.1808609271303892,0.3325954250795961,0.5189106024813794,0.4930534467954973,0.2416074636473949,Restaurants|Chinese|Asian Fusion,chinese; shouted; mask; tsos; asian; rancid; sour; general; tso; clean
74,Han Dynasty,3711 Market St,19104.0,4.0,0.0934819137697095,0.177065338463602,0.0685448780679323,0.4763732102733506,0.1763259827940947,0.3156847216039684,0.5216936979548932,0.7263413831070283,0.4560487918788952,Restaurants|Chinese|Szechuan,dan; han; dynasty; noodles; spicy; chinese; chili; dishes; oil; spice
75,Hakka Beef House,927 Race St,19107.0,4.5,0.1998232317390321,0.3625638818233057,0.1741715110985844,0.5074790627390772,0.2499654704931228,0.3196255197054811,0.2838167645671355,0.7389317219050616,0.4507965155243874,Restaurants|Chinese,noodle; beef; noodles; soup; tripe; broth; brisket; tendon; chinatown; minced
76,Guavaberry Foods & Drinks ,776 S 4th St,19147.0,4.0,0.2556703844192476,0.681218267226607,0.3287134284072625,0.5067690374446692,0.2628040342376599,0.4881988619699096,0.277083793826878,0.5050212122916461,0.3224604719623077,Delis|Convenience Stores|Restaurants|Cafes|Food,store; wawa; stores; convenience; selection; deli; market; stocked; lemonade; breakfast
77,Chenango Restaurant & Bar,1031 Germantown Ave,19123.0,2.0,0.2599263761911844,0.4801591447912394,0.3199316053467404,0.4628810553085892,0.2814060684711633,0.5090987016791846,0.4672230477450412,0.3650233943412927,0.4960202142536007,Barbeque|Bars|Nightlife|Restaurants,burger; members; swim; hummus; brunch; 1000; outdoor; pizza; mimosas; benedict
